"word","pos","hyphenation","ethymology","meaning"
"Kalifornie","podstatné jméno","Ka-li-for-nie","Území pojmenovali v roce 1533 Španělé, kteří na ně přenesli jméno fiktivní říše „Califerne“, zmíněné v romanci „Las sergas di Esplandián“ španělského spisovatele vydané roku 1510. Tato romance navazovala na jeho rytířský román „Amadis di Gaula“ a jméno bylo převzato z karolínské, kde Karel Veliký po smrti Rolanda vyslovuje obavu, že se proti němu vzbouří dříve podrobené národy a také „e cil d’Affrike e cil de Califerne“. Jméno „Califerne“ je v Písni o Rolandovi použito spolu s dalšími toponymy označující místa ve západním Řecku, která dobyl normanský válečník ; jejich názvy byly ovšem zkresleny. Celiferne tak ve skutečnosti označovalo iónský ostrov Kefallenie či (Κεφαλλονιά), kde také Robert Guiscard r. 1085 zemřel.","1) stát na západě USA 2)  země s]] [[pohádkovými možnostmi a]] [[velkým bohatstvím"
"kalit","sloveso","ka-lit","* Z indoevropského kořene kal, jenž je nejasného původu","1) rozptylovat do kapaliny částice usazené na dně 2) nořit horký kov do kapaliny za účelem jeho ochlazení a]] [[zvýšení jeho tvrdosti 3)  zhoršovat abstraktní stav 4)  slavit, chlastat"
"kamarád","podstatné jméno","ka-ma-rád","Z francouzského camarade (kolega, spolužák).","1) ten, kdo je v]] někým, kdo není jeho rodiny 2)  věc, která je pro danou osobu dobrá"
"kanoistka","podstatné jméno","ka-noist-ka","* přechýlením ze slova kanoista příponou -ka","1) sportovkyně věnující se kanoistice 2) žena věnující se jízdě na kanoi"
"kapelník","podstatné jméno","ka-pel-ník","Základem je italské capella — „kaple“; slovo kapelník postupně měnilo svůj význam, nejdříve označovalo duchovního správce kaple, později vedoucího hudebního tělesa resp. sboru kaple a konečně vedoucího jakéhokoli hudebního souboru.","1) ten, kdo vede kapelu 2)  dirigent (opery)"
"kapitán","podstatné jméno","ka-pi-tán","Ve staročeštině slovo znamenalo zástupce krále. Ze středohornoněmeckého kapitān < středolatinské capitaneus (hlavní) < latinské caput (hlava).","1) důstojnická hodnost v]] silách 2) velící na lodi či letadle 3)  člen týmu určený ke komunikaci s]] [[rozhodčím"
"karma","podstatné jméno","kar-ma","Ve významu ohřívače podle zkratky jména historicky významného výrobce Karla Macháčka. Ve významu etického principu ze sanskrtského कर्मन् (karma) — „čin, dílo“ resp. „osud“, obsahujícího protoindoevropský kořen *kwer- s významem „činit, vytvářet“, jenž je obsažen i ve slově sanskrt.","1) plynový průtokový ohřívač vody 2)   souhrn všech skutků určitého člověka v]] [[jeho životě, určující jeho osud v]] [[dalších životech 3) etický princip příčiny důsledku"
"kaskáda","podstatné jméno","ka-s-ká-da","Původně z italského slova cascare (padat).","1) vodopád nebo série malých vodopádů 2) soustava vodohospodářských staveb na vodním toku 3) série zařízení tvořících technologický celek 4) artistická sestava skoků, přemetů, pádů a]] [[dalších cviků"
"kategorie","podstatné jméno","ka-te-go-rie","Z latinského categoria, pocházejícího z řeckého κατηγορία (katēgoríā, „výpověď, obžaloba“), jehož filosofický význam zavedl . Řecké slovo vzniklo od slovesa κατηγορέω (katēgoréō, „obviňuji, vypovídám“), složeného z κατά- (katá-, vizte kata-, „proti, tam, uvnitř, zcela“) a αγορεύω (agoreúō, „mluvím veřejně“), které vychází z αγορά (agorá, „náměstí, shromáždění“), odvozeného od αγείρω (ageírō, „shromažďuji“).","1) soubor entit se stejnými vlastnostmi 2) základní pojem třídění"
"káva","podstatné jméno","ká-va","V češtině se poprvé podle Jungmannova slovníku objevuje r. 1669 (káwa), tedy téměř současně s prvním dokladem německého cahwe, jež bylo patrně odvozeno z italského cahue resp. francouzského caüe; tyto tvary vyšly z tureckého kahve a arabského qahwa, označujícího původně víno, později i nápoj ze zrn kávovníku.","1) horký nápoj z]] náhražek 2) celé nebo mleté upražené plody kávovníku, které se používají výrobě nápoje 3) šálek kávy (1)"
"kaviár","podstatné jméno","ka-viár","Z francouzského caviar, ze staroitalského (benátského) caviare, z tureckého havyar přes řecké χαβιάρι.","1) jikry jeseterovitých nebo i]] ryb konzervované solí, používané jako pochutina 2)  označení pro praktiky sexuální úchylky koprofilie"
"kázeň","podstatné jméno","ká-zeň","Staročesky i kazn, kazň, kázen, též ve významu 'pokárání, trest', staropolské kaźń, staroruské казнь, slovinské kázen, staroslověnské казнь (kaznь) téhož významu. Praslovanské *kaznь se obvykle vykládá z *kazati (viz kázat, srovnej ruské наказать 'potrestat'), vývoj významu by byl 'ukazovat, poroučet'> 'napomínat, trestat'. Spojení s kát se (příponou znь jako v bázeň) vyhovuje významově lépe, ale jsou tu problémy hláskoslovné.","1) závazné dodržování nastoleného řádu; vynucování či pravidla takového chování 2) dobrovolné omezování sebe sama; sebeovládání, sebekázeň"
"kazeta","podstatné jméno","ka-ze-ta","Z francouzského cassette, středofrancouzské casset, zdrobnělina normanskofrancouzského casse, schránka","1) pouzdro 2) malá truhlice 3) malá plastová krabička obsahující magnetickou pásku navinutou na dvou kotoučcích (audiokazeta, videokazeta) 4) ozdobný architektonický prvek tvaru vpadlého panelu používaný nejčastěji k obložení stropu 5) sada ozubených koleček v převodu jízdního kola 6) nádoba s inkoustem do inkoustové tiskárny, cartridge"
"kecka","podstatné jméno","kec-ka","Ve významu (1) vzniklo apelativizací značky Keds. Ve významu (2) odvozeno od slovesa kecat.","1)  plátěná sportovní obuv gumovou podrážkou 2)  člověk, který si vymýšlí"
"kilometrový","přídavné jméno","ki-lo-me-t-ro-vý","Odvozeno od substantiva kilometr příponou -ový.","1) související s]] [[kilometrem 2) mající délku jeden kilometr"
"klíčenka","podstatné jméno","klí-čen-ka","Z podstatného jména klíč a přípony -enka.","1) přívěšek na klíče podobě ozdoby, pouzdra nebo pásku či řetízku na krk určený pro jejich ozdobení, uschování nebo pověšení 2)  přenosné úložiště šifrovacích klíčů"
"klima","podstatné jméno","kli-ma","* Převzato z pozdní latiny přes němčinu. Původní slovo κλίμα je starořecké; bylo odvozeno ze slova κλίνω — nakláním, odkazujícího na náklon Země. Není vyjasněno, zda se jedná o náklon zemské osy či povrchu Země vůči Slunci.","1) dlouhodobý charakteristický režim počasí 2)  obvyklá nálada ve velké skupině lidí"
"klišé","podstatné jméno","kli-šé","* Z francouzského cliché.","1) ustálený nebo otřelý slovní obrat 2)  kopie původní desky, která se má rozmnožovat 3)  štoček"
"kližka","podstatné jméno","kliž-ka","Ze substantiva klih pomocí přípony -ka.","1) klihovitá vrstva masa skotu 2) klihovité maso nohy skotu nad kolenem"
"klokan","podstatné jméno","klo-kan","Vytvořil snad podle slova skokan.","1) australský vačnatý savec se silně vyvinutými zadními končetinami 2)  hráč mužstva Bohemians Praha"
"klokočí","podstatné jméno","klo-ko-čí","Z podstatného jména klokoč, to ze slovesa klokotat, protože ve zralých tobolkách chřestí, klokotají ve větru hýbající se semena.","1) semena klokoče, ze kterých se vyrábějí růžence; vejčité tobolky ve velikosti kolem 30 mm 2) klokočový porost"
"kněz","podstatné jméno","kněz","Všeslovanské. Polské ksiądz, ruské князь (kňjaz), srbské књаз knjaz, chorv. knêz, staroslověnské кънѧзь (kъnędzь). Praslovanské *kъnędzь je raná výpůjčka z germánského *kuningaz – vládce rodu, král (srovnej německé König, anglické king – král) od *kunja- 'rod, pokolení', jež souvisí s latinským genus téhož významu. V západoslovanských jazycích došlo k významovému posunu světský hodnostář, kníže → církevní hodnostář, kněz. Srovnej kníže.","1) muž oprávněný vykonávat posvátnou službu a]] božstvem 2)  příslušník stavu, jenž je výlučně oprávněn sloužit eucharistii"
"kníže","podstatné jméno","kní-že","Staročesky kniežě – knížecí syn, od kněz ve významu kníže. Když došlo v češtině k přehodnocení významu slova kněz na duchovní, převzala odvozenina význam panovník.","1) panovnický titul 2) příslušník vyšší šlechty, stojící mezi vévodou a]] [[hrabětem"
"knížka","podstatné jméno","kníž-ka","Zdrobnělina substantiva kniha.","1)  kniha 2) (zkráceně) vkladní knížka"
"knuta","podstatné jméno","knu-ta","Z ruského кнут.","1) tlustý kožený bič používaný k]] [[mučení 2)  nesvoboda, útlak, útisk"
"kobyla","podstatné jméno","ko-by-la","Z latinského caballus — „(sešlý) kůň, kobyla“.","1) samice koně 2) samice jiných koňovitých lichokopytníků 3)  statná, těžkopádná dívka, žena 4)  jezdec (šachy)"
"kočárek","podstatné jméno","ko-čá-rek","Zdrobnělina slova kočár pomocí přípony -ek.","1)  kočár 2) ručně poháněné vozítko pro převážení či kolébání dětí"
"kód","podstatné jméno","kód","Vzniklo přes angličtinu z francouzského code, jež bylo odvozeno z latinského codex, caudex — „kniha, seznam, spis“, původně „pařez, kmen stromu; svazek navoskovaných prkének pro psaní“, ze základu slovesa cudere — „bušit, tlouct“. K přenesení významu na „dešifrovací klíč“ došlo během první světové války, kdy se používaly soupisy šifrových slov s domluveným tajným významem pro kódování zpráv.","1) systém umožňující jednoznačné převádění informací mezi dvěma různými způsoby záznamu, nichž jeden není snadno pochopitelný 2) skupina písmen, číslic popř. jiných znaků, zastupující dohodnutým způsobem jedno či více slov"
"koincidence","podstatné jméno","ko-in-ci-den-ce","Z latinského coincidentia téhož významu, odvozeného z incidere („udát se, vyskytnout se; padnout“) pomocí předpony co- („s, spolu“).","1) souhlasnost nebo splývání dvou věcí 2) současný výskyt dvou nebo více událostí, jevů, nemocí apod. 3) náhodný výskyt dvou nebo více jevů či událostí, mezi kterými není zjevná souvislost 4)  stejná poloha dvou měřících značek 5)  současná detekce několika událostí, signálů vztahujících se témuž jevu 6) (v optice) splynutí dvou obrazů 7) (v kryptologii) výskyt stejných znaků ve dvou různých textech na stejném místě"
"Kojetice","podstatné jméno","Ko-je-ti-ce","Význam [1] odvozen od osobního jména Kojata.","1) obec v]] [[okresu Třebíč 2) obec v]] [[okresu Mělník 3) městská část města Ústí nad Labem"
"kokarda","podstatné jméno","ko-kar-da","Z francouzského cocarde.","1) růžice uvázaná ze stuh 2) rod rostlin čeledi hvězdnicovitých"
"koláček","podstatné jméno","ko-lá-ček","Zdrobnělina substantiva koláč pomocí přípony -ek.","1) pečivo jemného těsta sladké náplně na povrchu ve tvaru malých okrouhlých koláčů 2)  koláč; bílé pečivo z]] těsta zapečené se sladkou náplní na povrchu tvarované do okrouhlého tvaru nebo do celé velikosti plechu 3) malá věc, která má okrouhlý tvar připomínající koláček"
"kolbiště","podstatné jméno","kol-bi-š-tě","Příponou -iště utvořeno od kolba (rytířské klání), což je deverbativum od slovesa klát.","1)  místo vyhrazené ke střetnutí či zápasu 2) (přeneseně) aréna, pole působnost"
"koleda","podstatné jméno","ko-le-da","Většinou se uvádí, že podobně jako v dalších slovanských jazycích se jedná o staré odvození z latinského názvu Calendae, označujícího první den v měsíci; toto označení je řeckého původu s významem „den, na nějž je vyhlášeno novoluní“. V češtině došlo k postupným změnám souhlásek calendae — kolęda — kolada — koleda. Toto časté slovníkové vysvětlení se však nezdá příliš pravděpodobné, nejen proto, že  k vypuštění hlásky „n“ dochází v ontogenezi slov zřídka, častěji se spíše přidává kvůli pohodlnější výslovnosti. Pravděpodobnější, ba téměř jistý je původ v označení slovanského božstva Koleda (dodnes užívané např. v Bulharsku či Srbsku), a jeho četných variant, např. Koloděj. Koleda, Koloděj, měl úzký vztah ke Slunci a jeho pohybu po obloze (etymologický význam „ten, který dělá kolo“ se zde nabízí). Oslava Koledy je pak spojována s termínem zimního slunovratu, kdy se uzavírá starý sluneční cyklus a rodí se nový Koleda (Koloděj). Na předkřesťanský, praslovanský původ upozorňuje např. český badatel a publicista Ljuba Hornov-Karpatějev. Připomíná prastarou lidovou koledu: „Koleda, koleda, Štěpáne, co to neseš ve džbáně? Nesu, nesu koledu, upaď jsem s ní na ledu. psi se na mne sběhli, koledu mi snědli. Karpatějev k tomu vysvětluje, že „koleda“ tu značí sluneční božstvo a dále píše mimo jiné: „Štěpánem je tu míněn pohanský, t. j. luk, které dosud uchovalo se u Baltů, zejména Lotyšů a Žmudínů. Byl tedy Stopan duch-lučištník, který nesl sluneční kratér (džbán), ale led, sluha zimy, podrazil mu nohy a psi či vlci koledu čili slunce sežrali.“ (Ljuba Hornov-Karpatějev: Džbán a jeho mythy; vydal B. Widimský, 1941). Svátek sv. Štěpána, který je spojen s Božíhm hodem Vánočním, je tak jen pozdější křesťanskou mutací původně slovanského Stopana.","1) obcházení domů Vánocích nebo Velikonocích a]] písní 2) vánoční píseň 3) odměna za koledování"
